"store";"websites";"attribute_set";"type";"categories";"sku";"has_options";"name"
"admin";"base";"Default";"simple";"Consumer Electronics";"MP315-2G";"0";"Coby 2GB USB-Stick Audio MP3 Playr w/7-Color Backlight LCD Display & FM Radio"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"MP315-2G";"0";"Coby 2GB USB-Stick Audio MP3 Playr w/7-Color Backlight LCD Display & FM Radio"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/MP3-or-MP4 Media Players";"MP315-2G";"0";"Coby 2GB USB-Stick Audio MP3 Playr w/7-Color Backlight LCD Display & FM Radio"
"admin";"base";"Default";"simple";"Consumer Electronics";"MP315-4G";"0";"Coby 4GB USB-Stick Audio MP3 Playr w/7-Color Backlight LCD Display & FM Radio"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"MP315-4G";"0";"Coby 4GB USB-Stick Audio MP3 Playr w/7-Color Backlight LCD Display & FM Radio"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/MP3-or-MP4 Media Players";"MP315-4G";"0";"Coby 4GB USB-Stick Audio MP3 Playr w/7-Color Backlight LCD Display & FM Radio"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0039CISKI";"0";"Cygnett Second Skin clear siicon case for iPad"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0039CISKI";"0";"Cygnett Second Skin clear siicon case for iPad"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0039CISKI";"0";"Cygnett Second Skin clear siicon case for iPad"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0040CISKI";"0";"Cygnett Second Skin clear siicon case for iPad"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0040CISKI";"0";"Cygnett Second Skin clear siicon case for iPad"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0040CISKI";"0";"Cygnett Second Skin clear siicon case for iPad"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0043CIAGD";"0";"Cygnett Agenda leather slip case"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0043CIAGD";"0";"Cygnett Agenda leather slip case"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0043CIAGD";"0";"Cygnett Agenda leather slip case"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0069CPPRI";"0";"Cygnett Prism Orb pattern TPU case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0069CPPRI";"0";"Cygnett Prism Orb pattern TPU case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0069CPPRI";"0";"Cygnett Prism Orb pattern TPU case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0070CPPRI";"0";"Cygnett Prism Orb pattern TPU case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0070CPPRI";"0";"Cygnett Prism Orb pattern TPU case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0070CPPRI";"0";"Cygnett Prism Orb pattern TPU case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0071CPPRI";"0";"Cygnett Prism Paradox pattern TPU case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0071CPPRI";"0";"Cygnett Prism Paradox pattern TPU case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0071CPPRI";"0";"Cygnett Prism Paradox pattern TPU case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0088CPLAV";"0";"Cygnett Lavish ultra-soft leather flip case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0088CPLAV";"0";"Cygnett Lavish ultra-soft leather flip case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0088CPLAV";"0";"Cygnett Lavish ultra-soft leather flip case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0089CPLAV";"0";"Cygnett Lavish ultra-soft leather flip case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0089CPLAV";"0";"Cygnett Lavish ultra-soft leather flip case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0089CPLAV";"0";"Cygnett Lavish ultra-soft leather flip case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0091CPLAV";"0";"Cygnett Lavish ultra-soft leather flip case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0091CPLAV";"0";"Cygnett Lavish ultra-soft leather flip case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0091CPLAV";"0";"Cygnett Lavish ultra-soft leather flip case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0092CPGLA";"0";"Cygnett Glam patent leather flip case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0092CPGLA";"0";"Cygnett Glam patent leather flip case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0092CPGLA";"0";"Cygnett Glam patent leather flip case for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0105ACCAR";"0";"Cygnett iPad car mount bracket with 360-degree rotation"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0105ACCAR";"0";"Cygnett iPad car mount bracket with 360-degree rotation"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0105ACCAR";"0";"Cygnett iPad car mount bracket with 360-degree rotation"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0106CPSND";"0";"Cygnett Snaps Duo silicon frame for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0106CPSND";"0";"Cygnett Snaps Duo silicon frame for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0106CPSND";"0";"Cygnett Snaps Duo silicon frame for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0109CPSND";"0";"Cygnett Snaps Duo silicon frame for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0109CPSND";"0";"Cygnett Snaps Duo silicon frame for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0109CPSND";"0";"Cygnett Snaps Duo silicon frame for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0110CPSND";"0";"Cygnett Snaps Duo silicon frame for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0110CPSND";"0";"Cygnett Snaps Duo silicon frame for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0110CPSND";"0";"Cygnett Snaps Duo silicon frame for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0111CPSND";"0";"Cygnett Snaps Duo silicon frame for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0111CPSND";"0";"Cygnett Snaps Duo silicon frame for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0111CPSND";"0";"Cygnett Snaps Duo silicon frame for iPhone 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0161ACFLE";"0";"Cygnett Flexible Adjustable stand for the iPad"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0161ACFLE";"0";"Cygnett Flexible Adjustable stand for the iPad"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0161ACFLE";"0";"Cygnett Flexible Adjustable stand for the iPad"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0169CTFRO";"0";"Cygnett Matte Slim Case with anti-glare screen protector for iPod Touch G4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0169CTFRO";"0";"Cygnett Matte Slim Case with anti-glare screen protector for iPod Touch G4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0169CTFRO";"0";"Cygnett Matte Slim Case with anti-glare screen protector for iPod Touch G4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0170CTFRO";"0";"Cygnett Matte Slim Case with anti-glare screen protector for iPod Touch G4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0170CTFRO";"0";"Cygnett Matte Slim Case with anti-glare screen protector for iPod Touch G4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0170CTFRO";"0";"Cygnett Matte Slim Case with anti-glare screen protector for iPod Touch G4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0172CTFRO";"0";"Cygnett Matte Slim Case with anti-glare screen protector for iPod Touch G4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0172CTFRO";"0";"Cygnett Matte Slim Case with anti-glare screen protector for iPod Touch G4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0172CTFRO";"0";"Cygnett Matte Slim Case with anti-glare screen protector for iPod Touch G4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0173CTFRO";"0";"Cygnett Matte Slim Case with anti-glare screen protector for iPod Touch G4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0173CTFRO";"0";"Cygnett Matte Slim Case with anti-glare screen protector for iPod Touch G4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0173CTFRO";"0";"Cygnett Matte Slim Case with anti-glare screen protector for iPod Touch G4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0174CTMER";"0";"Cygnett Reflective low-pro case with mirrored screen protector for iTouch 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0174CTMER";"0";"Cygnett Reflective low-pro case with mirrored screen protector for iTouch 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0174CTMER";"0";"Cygnett Reflective low-pro case with mirrored screen protector for iTouch 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0177CTPRI";"0";"Cygnett Paradox Pattern flexicase with screen protector for iPod touch 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0177CTPRI";"0";"Cygnett Paradox Pattern flexicase with screen protector for iPod touch 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0177CTPRI";"0";"Cygnett Paradox Pattern flexicase with screen protector for iPod touch 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY0179CTPRI";"0";"Cygnett Paradox Pattern flexicase with screen protector for iPod touch 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY0179CTPRI";"0";"Cygnett Paradox Pattern flexicase with screen protector for iPod touch 4"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY0179CTPRI";"0";"Cygnett Paradox Pattern flexicase with screen protector for iPod touch 4"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY-A-S2";"0";"Cygnett FM Transmitter with LCD Screen and touch controls for new iPods & iPhone"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY-A-S2";"0";"Cygnett FM Transmitter with LCD Screen and touch controls for new iPods & iPhone"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"CY-A-S2";"0";"Cygnett FM Transmitter with LCD Screen and touch controls for new iPods & iPhone"
"admin";"base";"Default";"simple";"Consumer Electronics";"ICC756BLK";"0";"jWIN Leatherette Case with Clip for iPhone 4 CDMA"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"ICC756BLK";"0";"jWIN Leatherette Case with Clip for iPhone 4 CDMA"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"ICC756BLK";"0";"jWIN Leatherette Case with Clip for iPhone 4 CDMA"
"admin";"base";"Default";"simple";"Consumer Electronics";"ICC818BLK";"0";"jWIN Flexi Gel case for iPad 2"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"ICC818BLK";"0";"jWIN Flexi Gel case for iPad 2"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"ICC818BLK";"0";"jWIN Flexi Gel case for iPad 2"
"admin";"base";"Default";"simple";"Consumer Electronics";"ICC818WHT";"0";"jWIN Flexi Gel case for iPad 2"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"ICC818WHT";"0";"jWIN Flexi Gel case for iPad 2"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"ICC818WHT";"0";"jWIN Flexi Gel case for iPad 2"
"admin";"base";"Default";"simple";"Consumer Electronics";"AI 1000 Y-SPLT 129341";"0";"Monster iSplitter 1000 for iPod and iPhone, Y-Splitter w/Volume Control/Mute"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"AI 1000 Y-SPLT 129341";"0";"Monster iSplitter 1000 for iPod and iPhone, Y-Splitter w/Volume Control/Mute"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"AI 1000 Y-SPLT 129341";"0";"Monster iSplitter 1000 for iPod and iPhone, Y-Splitter w/Volume Control/Mute"
"admin";"base";"Default";"simple";"Consumer Electronics";"AI 300 FM-CH";"0";"Monster FM transmitter w/3 Preset channels for iPod and iPhone"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"AI 300 FM-CH";"0";"Monster FM transmitter w/3 Preset channels for iPod and iPhone"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"AI 300 FM-CH";"0";"Monster FM transmitter w/3 Preset channels for iPod and iPhone"
"admin";"base";"Default";"simple";"Consumer Electronics";"AI 500 FM-CH 129345";"0";"Monster iCarPlay Wireless 500 FM Trans for IPod Trans/Chrgr with 8 presets"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"AI 500 FM-CH 129345";"0";"Monster iCarPlay Wireless 500 FM Trans for IPod Trans/Chrgr with 8 presets"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"AI 500 FM-CH 129345";"0";"Monster iCarPlay Wireless 500 FM Trans for IPod Trans/Chrgr with 8 presets"
"admin";"base";"Default";"simple";"Consumer Electronics";"AI 600 CCHGR-1";"0";"Monster iCarCharger 600 for iPod/iPhone/iPad, Ultra Low Prfile CLAs, 10W power"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"AI 600 CCHGR-1";"0";"Monster iCarCharger 600 for iPod/iPhone/iPad, Ultra Low Prfile CLAs, 10W power"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"AI 600 CCHGR-1";"0";"Monster iCarCharger 600 for iPod/iPhone/iPad, Ultra Low Prfile CLAs, 10W power"
"admin";"base";"Default";"simple";"Consumer Electronics";"AI 800 CCHGR";"0";"Monster iCharger with Dual Chargers build in one device, USB port"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"AI 800 CCHGR";"0";"Monster iCharger with Dual Chargers build in one device, USB port"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"AI 800 CCHGR";"0";"Monster iCharger with Dual Chargers build in one device, USB port"
"admin";"base";"Default";"simple";"Consumer Electronics";"AI 800 MINI-7 129339";"0";"Monster iCable 800 for iPod and iPhone 1/8' Mini to 1/8' Mini-7ft"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"AI 800 MINI-7 129339";"0";"Monster iCable 800 for iPod and iPhone 1/8' Mini to 1/8' Mini-7ft"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"AI 800 MINI-7 129339";"0";"Monster iCable 800 for iPod and iPhone 1/8' Mini to 1/8' Mini-7ft"
"admin";"base";"Default";"simple";"Consumer Electronics";"AI CLY MBT 100";"0";"Monster iClarityHD Presicion Micro Bluetooth Speaker 100"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"AI CLY MBT 100";"0";"Monster iClarityHD Presicion Micro Bluetooth Speaker 100"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"AI CLY MBT 100";"0";"Monster iClarityHD Presicion Micro Bluetooth Speaker 100"
"admin";"base";"Default";"simple";"Consumer Electronics";"MBL CLY MBT 100";"0";"Monster ClarityHD Presicion Micro Bluetooth Speaker 100"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"MBL CLY MBT 100";"0";"Monster ClarityHD Presicion Micro Bluetooth Speaker 100"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/iPod-or-iPad Accessories";"MBL CLY MBT 100";"0";"Monster ClarityHD Presicion Micro Bluetooth Speaker 100"
"admin";"base";"Default";"simple";"Consumer Electronics";"CSMP145";"0";"Coby Sound System for iPod/iPhone, Built in Dock, Bass Boost, Remote"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CSMP145";"0";"Coby Sound System for iPod/iPhone, Built in Dock, Bass Boost, Remote"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"CSMP145";"0";"Coby Sound System for iPod/iPhone, Built in Dock, Bass Boost, Remote"
"admin";"base";"Default";"simple";"Consumer Electronics";"CX39";"0";"Coby World Band AM/FM/Short- Wave Radio w/Digital Dis play,Clock & Radio Fnct"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CX39";"0";"Coby World Band AM/FM/Short- Wave Radio w/Digital Dis play,Clock & Radio Fnct"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"CX39";"0";"Coby World Band AM/FM/Short- Wave Radio w/Digital Dis play,Clock & Radio Fnct"
"admin";"base";"Default";"simple";"Consumer Electronics";"CX49";"0";"Coby Personal AM/FM Stereo Cassette Recorder"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CX49";"0";"Coby Personal AM/FM Stereo Cassette Recorder"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"CX49";"0";"Coby Personal AM/FM Stereo Cassette Recorder"
"admin";"base";"Default";"simple";"Consumer Electronics";"CX73BLK";"0";"Coby Mini AM/FM Pocket Radio with Neck Strap, 3.5mm Headphone Jack"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CX73BLK";"0";"Coby Mini AM/FM Pocket Radio with Neck Strap, 3.5mm Headphone Jack"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"CX73BLK";"0";"Coby Mini AM/FM Pocket Radio with Neck Strap, 3.5mm Headphone Jack"
"admin";"base";"Default";"simple";"Consumer Electronics";"CX73BLU";"0";"Coby Mini AM/FM Pocket Radio with Neck Strap, 3.5mm Headphone Jack"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CX73BLU";"0";"Coby Mini AM/FM Pocket Radio with Neck Strap, 3.5mm Headphone Jack"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"CX73BLU";"0";"Coby Mini AM/FM Pocket Radio with Neck Strap, 3.5mm Headphone Jack"
"admin";"base";"Default";"simple";"Consumer Electronics";"CX73RED";"0";"Coby Mini AM/FM Pocket Radio with Neck Strap, 3.5mm Headphone Jack"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CX73RED";"0";"Coby Mini AM/FM Pocket Radio with Neck Strap, 3.5mm Headphone Jack"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"CX73RED";"0";"Coby Mini AM/FM Pocket Radio with Neck Strap, 3.5mm Headphone Jack"
"admin";"base";"Default";"simple";"Consumer Electronics";"CX73SVR";"0";"Coby Mini AM/FM Pocket Radio with Neck Strap, 3.5mm Headphone Jack"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CX73SVR";"0";"Coby Mini AM/FM Pocket Radio with Neck Strap, 3.5mm Headphone Jack"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"CX73SVR";"0";"Coby Mini AM/FM Pocket Radio with Neck Strap, 3.5mm Headphone Jack"
"admin";"base";"Default";"simple";"Consumer Electronics";"CX789";"0";"Coby AM/FM/NOAA Radio w/Dual Alarms, Auto turn on to weather advisories"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CX789";"0";"Coby AM/FM/NOAA Radio w/Dual Alarms, Auto turn on to weather advisories"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"CX789";"0";"Coby AM/FM/NOAA Radio w/Dual Alarms, Auto turn on to weather advisories"
"admin";"base";"Default";"simple";"Consumer Electronics";"CXCD329SVR";"0";"Coby Personal CD Player w/60 Sec. Anti Skip & Stereo Headphones"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CXCD329SVR";"0";"Coby Personal CD Player w/60 Sec. Anti Skip & Stereo Headphones"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"CXCD329SVR";"0";"Coby Personal CD Player w/60 Sec. Anti Skip & Stereo Headphones"
"admin";"base";"Default";"simple";"Consumer Electronics";"CXR60";"0";"Coby Voice-Activated Cassette Recorder w/Adjustable Sensativity"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CXR60";"0";"Coby Voice-Activated Cassette Recorder w/Adjustable Sensativity"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"CXR60";"0";"Coby Voice-Activated Cassette Recorder w/Adjustable Sensativity"
"admin";"base";"Default";"simple";"Consumer Electronics";"CY-3-MP";"0";"Cygnett Rechargeable micro speakers for MP3"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CY-3-MP";"0";"Cygnett Rechargeable micro speakers for MP3"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"CY-3-MP";"0";"Cygnett Rechargeable micro speakers for MP3"
"admin";"base";"Default";"simple";"Consumer Electronics";"ISP191B";"0";"DPI iLive App Enhanced Speaker w/Rotating Dock for iPhone/iPod"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"ISP191B";"0";"DPI iLive App Enhanced Speaker w/Rotating Dock for iPhone/iPod"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"ISP191B";"0";"DPI iLive App Enhanced Speaker w/Rotating Dock for iPhone/iPod"
"admin";"base";"Default";"simple";"Consumer Electronics";"ISP209B";"0";"DPI iLive Portable Speaker for iPhone/iPod, Dual alarm, Remote, audio out"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"ISP209B";"0";"DPI iLive Portable Speaker for iPhone/iPod, Dual alarm, Remote, audio out"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"ISP209B";"0";"DPI iLive Portable Speaker for iPhone/iPod, Dual alarm, Remote, audio out"
"admin";"base";"Default";"simple";"Consumer Electronics";"RF-P50";"0";"Panasonic AM/FM Pocket Radio"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"RF-P50";"0";"Panasonic AM/FM Pocket Radio"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Portable Audio";"RF-P50";"0";"Panasonic AM/FM Pocket Radio"
"admin";"base";"Default";"simple";"Consumer Electronics";"CXCD250";"0";"Coby Portable CD/Radio/Stereo Cassette Player/Recorder with Remote Control"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CXCD250";"0";"Coby Portable CD/Radio/Stereo Cassette Player/Recorder with Remote Control"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Boom Boxes";"CXCD250";"0";"Coby Portable CD/Radio/Stereo Cassette Player/Recorder with Remote Control"
"admin";"base";"Default";"simple";"Consumer Electronics";"BCD2306DP";"0";"DPI GPX Portable CD Boombox, AM/FM Radio, LCD Display, Remote Control"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"BCD2306DP";"0";"DPI GPX Portable CD Boombox, AM/FM Radio, LCD Display, Remote Control"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Boom Boxes";"BCD2306DP";"0";"DPI GPX Portable CD Boombox, AM/FM Radio, LCD Display, Remote Control"
"admin";"base";"Default";"simple";"Consumer Electronics";"IBP181B";"0";"DPI iLive CD Boom Box w/Dock for iPod,AM/FM,Charges iPod,Digital Clock"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"IBP181B";"0";"DPI iLive CD Boom Box w/Dock for iPod,AM/FM,Charges iPod,Digital Clock"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Boom Boxes";"IBP181B";"0";"DPI iLive CD Boom Box w/Dock for iPod,AM/FM,Charges iPod,Digital Clock"
"admin";"base";"Default";"simple";"Consumer Electronics";"IBP301B";"0";"DPI iLive App Enhanced Boombox for iPhone/iPod, Charges, FM Radio, Clock"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"IBP301B";"0";"DPI iLive App Enhanced Boombox for iPhone/iPod, Charges, FM Radio, Clock"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Boom Boxes";"IBP301B";"0";"DPI iLive App Enhanced Boombox for iPhone/iPod, Charges, FM Radio, Clock"
"admin";"base";"Default";"simple";"Consumer Electronics";"CRA108BLK";"0";"Coby Digital AM/FM Alarm Clock Radio with 2' Jumbo Display"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CRA108BLK";"0";"Coby Digital AM/FM Alarm Clock Radio with 2' Jumbo Display"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Clock Radios";"CRA108BLK";"0";"Coby Digital AM/FM Alarm Clock Radio with 2' Jumbo Display"
"admin";"base";"Default";"simple";"Consumer Electronics";"CSMP125";"0";"Coby iPod stereo speaker system"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video";"CSMP125";"0";"Coby iPod stereo speaker system"
"admin";"base";"Default";"simple";"Consumer Electronics/Personal Audio & Video/Clock Radios";"CSMP125";"0";"Coby iPod stereo speaker system"
"admin";"base";"Default";"simple";"Consumer Electronics";"C280";"0";"DPI GPX Sunrise Clock Radio, LED light up,AM/FM Radio w/sleep timmer/snooze"
