"store";"websites";"attribute_set";"type";"categories";"sku";"has_options";"name";"url_key";"country_of_manufacture";"msrp_enabled";"msrp_display_actual_price_type";"meta_title";"meta_description";"image";"small_image";"thumbnail";"custom_design";"page_layout";"options_container";"gift_message_available";"image_label";"small_image_label";"thumbnail_label";"url_path";"status";"visibility";"brand";"tax_class_id";"is_recurring";"weight";"price";"special_price";"msrp";"description";"short_description";"specification";"meta_keyword";"custom_layout_update";"news_from_date";"news_to_date";"special_from_date";"special_to_date";"custom_design_from";"custom_design_to";"qty";"min_qty";"use_config_min_qty";"is_qty_decimal";"backorders";"use_config_backorders";"min_sale_qty";"use_config_min_sale_qty";"max_sale_qty";"use_config_max_sale_qty";"is_in_stock";"low_stock_date";"notify_stock_qty";"use_config_notify_stock_qty";"manage_stock";"use_config_manage_stock";"stock_status_changed_auto";"use_config_qty_increments";"qty_increments";"use_config_enable_qty_inc";"enable_qty_increments";"is_decimal_divided";"stock_status_changed_automatically";"use_config_enable_qty_increments";"product_name";"store_id";"product_type_id";"product_status_changed";"product_changed_websites"
"admin";"base";"Default";"simple";"";"KX-TG6591T";"0";"Panasonic AMPLIFIED SOUND,DEDICATED VOLUME KEYS,EQ,TAD,ONE TOUCH DIAL KEYS";"KX-TG6591T";"";"Use config";"Use config";"";"";"/k/x/kxtg6591t.jpg";"/s/m/sm_kxtg6591t.jpg";"/t/h/th_kxtg6591t.jpg";"";"No layout updates";"Product Info Column";"No";"";"";"";"kxtg6591t.html";"Enabled";"Catalog, Search";"Panasonic";"None";"No";"0.5000";"59.9500";"";"";"";"";"";"";"";"";"";"";"";"";"";"1000";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"";"";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"Panasonic AMPLIFIED SOUND,DEDICATED VOLUME KEYS,EQ,TAD,ONE TOUCH DIAL KEYS";"0";"simple";"";""
"admin";"base";"Default";"simple";"";"KX-TG6592T";"0";"Panasonic AMPLIFIED SOUND,DEDICATED VOLUME KEYS,EQ,TAD,ONE TOUCH DIAL KEYS";"KX-TG6592T";"";"Use config";"Use config";"";"";"/k/x/kxtg6592t.jpg";"/s/m/sm_kxtg6592t.jpg";"/t/h/th_kxtg6592t.jpg";"";"No layout updates";"Product Info Column";"No";"";"";"";"kxtg6592t.html";"Enabled";"Catalog, Search";"Panasonic";"None";"No";"0.5000";"79.9500";"";"";"";"";"";"";"";"";"";"";"";"";"";"1000";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"";"";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"Panasonic AMPLIFIED SOUND,DEDICATED VOLUME KEYS,EQ,TAD,ONE TOUCH DIAL KEYS";"0";"simple";"";""
"admin";"base";"Default";"simple";"";"KX-TG6633B";"0";"Panasonic 3X6 CID,TAD,LK,RUBBER GRIP,RANGEBOOST,SMART WALLMOUNT,SP ON BASE";"KX-TG6633B";"";"Use config";"Use config";"";"";"/k/x/kxtg6633b.jpg";"/s/m/sm_kxtg6633b.jpg";"/t/h/th_kxtg6633b.jpg";"";"No layout updates";"Product Info Column";"No";"";"";"";"kxtg6633b.html";"Enabled";"Catalog, Search";"Panasonic";"None";"No";"3.3000";"99.9500";"";"";"";"";"";"";"";"";"";"";"";"";"";"1000";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"";"";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"Panasonic 3X6 CID,TAD,LK,RUBBER GRIP,RANGEBOOST,SMART WALLMOUNT,SP ON BASE";"0";"simple";"";""
"admin";"base";"Default";"simple";"";"KX-TG6641B";"0";"Panasonic 1X6 CID,TAD,LK,RUBBER GRIP,RANGEBOOST,SMART WALLMOUNT,SP ON BASE";"KX-TG6641B";"";"Use config";"Use config";"";"";"/k/x/kxtg6641b.jpg";"/s/m/sm_kxtg6641b.jpg";"/t/h/th_kxtg6641b.jpg";"";"No layout updates";"Product Info Column";"No";"";"";"";"kxtg6641b.html";"Enabled";"Catalog, Search";"Panasonic";"None";"No";"3.8000";"69.9500";"";"";"";"";"";"";"";"";"";"";"";"";"";"1000";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"";"";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"Panasonic 1X6 CID,TAD,LK,RUBBER GRIP,RANGEBOOST,SMART WALLMOUNT,SP ON BASE";"0";"simple";"";""
"admin";"base";"Default";"simple";"";"KX-TG6643B";"0";"Panasonic 3X6 CID,TAD,LK,DK,LCD ON BASE,RUBBER GRIP,RANGEBOOST,SMART WALLMOUNT,SP";"KX-TG6643B";"";"Use config";"Use config";"";"";"/k/x/kxtg6643b.jpg";"/s/m/sm_kxtg6643b.jpg";"/t/h/th_kxtg6643b.jpg";"";"No layout updates";"Product Info Column";"No";"";"";"";"kxtg6643b.html";"Enabled";"Catalog, Search";"Panasonic";"None";"No";"3.1000";"109.9500";"";"";"";"";"";"";"";"";"";"";"";"";"";"1000";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"";"";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"Panasonic 3X6 CID,TAD,LK,DK,LCD ON BASE,RUBBER GRIP,RANGEBOOST,SMART WALLMOUNT,SP";"0";"simple";"";""
"admin";"base";"Default";"simple";"";"KX-TG6644B";"0";"Panasonic 4X6 CID,TAD,LK,DK,LCD ON BASE,RUBBER GRIP,RANGEBOOST,SMART WALLMOUNT,SP";"KX-TG6644B";"";"Use config";"Use config";"";"";"/k/x/kxtg6644b.jpg";"/s/m/sm_kxtg6644b.jpg";"/t/h/th_kxtg6644b.jpg";"";"No layout updates";"Product Info Column";"No";"";"";"";"kxtg6644b.html";"Enabled";"Catalog, Search";"Panasonic";"None";"No";"3.9000";"129.9500";"";"";"";"";"";"";"";"";"";"";"";"";"";"1000";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"";"";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"Panasonic 4X6 CID,TAD,LK,DK,LCD ON BASE,RUBBER GRIP,RANGEBOOST,SMART WALLMOUNT,SP";"0";"simple";"";""
"admin";"base";"Default";"simple";"";"KX-TG6645B";"0";"Panasonic 5X6 CID,TAD,LK,DK,LCD ON BASE,RUBBER GRIP,RANGEBOOST,SMART WALLMOUNT,SP";"KX-TG6645B";"";"Use config";"Use config";"";"";"/k/x/kxtg6645b.jpg";"/s/m/sm_kxtg6645b.jpg";"/t/h/th_kxtg6645b.jpg";"";"No layout updates";"Product Info Column";"No";"";"";"";"kxtg6645b.html";"Enabled";"Catalog, Search";"Panasonic";"None";"No";"1.0000";"149.9500";"";"";"";"";"";"";"";"";"";"";"";"";"";"1000";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"";"";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"Panasonic 5X6 CID,TAD,LK,DK,LCD ON BASE,RUBBER GRIP,RANGEBOOST,SMART WALLMOUNT,SP";"0";"simple";"";""
"admin";"base";"Default";"simple";"";"KX-TG6671B";"0";"Panasonic Dect 6.0 Digital Ans.System, Corded/Cordless,TID, Eco Mode, Call Block";"KX-TG6671B";"";"Use config";"Use config";"";"";"/k/x/kxtg6671b.jpg";"/s/m/sm_kxtg6671b.jpg";"/t/h/th_kxtg6671b.jpg";"";"No layout updates";"Product Info Column";"No";"";"";"";"kxtg6671b.html";"Enabled";"Catalog, Search";"Panasonic";"None";"No";"0.5000";"79.9500";"";"";"";"";"";"";"";"";"";"";"";"";"";"1000";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"";"";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"Panasonic Dect 6.0 Digital Ans.System, Corded/Cordless,TID, Eco Mode, Call Block";"0";"simple";"";""
"admin";"base";"Default";"simple";"";"KX-TG6672B";"0";"Panasonic Dect 6.0 Digital Ans.System,Corded/Cordless,TID, Eco Mode,Call Blk,2hnds";"KX-TG6672B";"";"Use config";"Use config";"";"";"/k/x/kxtg6672b.jpg";"/s/m/sm_kxtg6672b.jpg";"/t/h/th_kxtg6672b.jpg";"";"No layout updates";"Product Info Column";"No";"";"";"";"kxtg6672b.html";"Enabled";"Catalog, Search";"Panasonic";"None";"No";"0.5000";"99.9500";"";"";"";"";"";"";"";"";"";"";"";"";"";"1000";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"";"";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"Panasonic Dect 6.0 Digital Ans.System,Corded/Cordless,TID, Eco Mode,Call Blk,2hnds";"0";"simple";"";""
"admin";"base";"Default";"simple";"";"KX-TG7622B";"0";"Panasonic LINK TO CELL W/PSTN TAD,PB TRANSFER,2HS";"KX-TG7622B";"";"Use config";"Use config";"";"";"/k/x/kxtg7622b.jpg";"/s/m/sm_kxtg7622b.jpg";"/t/h/th_kxtg7622b.jpg";"";"No layout updates";"Product Info Column";"No";"";"";"";"kxtg7622b.html";"Enabled";"Catalog, Search";"Panasonic";"None";"No";"0.5000";"79.9500";"";"";"";"";"";"";"";"";"";"";"";"";"";"1000";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"";"";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"Panasonic LINK TO CELL W/PSTN TAD,PB TRANSFER,2HS";"0";"simple";"";""
